screen_name,text
PTJASAMARGA,"Hallo Kawan JM! 

Saat ini, PSBB telah kembali dilaksanakan, buat Kawan JM yang masih harus beraktivitas di luar rumah, di mana pun dan kapan pun jangan lupa untuk 3M ya! 

1. Memakai masker 
2. Menjaga jarak
3. Mencuci tangan.

Yuk bersama-sama kita cegah penyebaran Covid-19! https://t.co/73cPntTou7"
PTJASAMARGA,"Hallo Kawan JM! 

Saat ini, PSBB telah kembali dilaksanakan, buat Kawan JM yang masih harus beraktivitas di luar rumah, di mana pun dan kapan pun jangan lupa untuk 3M ya! 

1. Memakai masker 
2. Menjaga jarak
3. Mencuci tangan.

Yuk bersama-sama kita cegah penyebaran Covid-19! https://t.co/LdsTDv6yHp"
PTJASAMARGA,"Hallo Kawan JM! 

Saat ini, PSBB telah kembali dilaksanakan, buat Kawan JM yang masih harus beraktivitas di luar rumah, di mana pun dan kapan pun jangan lupa untuk 3M ya! 

1. Memakai masker 
2. Menjaga jarak
3. Mencuci tangan.

Yuk bersama-sama kita cegah penyebaran Covid-19! https://t.co/g4Wmv1tWu3"
PTJASAMARGA,"Hallo Kawan JM! 

Saat ini, PSBB telah kembali dilaksanakan, buat Kawan JM yang masih harus beraktivitas di luar rumah, di mana pun dan kapan pun jangan lupa untuk 3M ya! 

1. Memakai masker 
2. Menjaga jarak
3. Mencuci tangan.

Yuk bersama-sama kita cegah penyebaran Covid-19! https://t.co/85UJBGKAmq"
PTJASAMARGA,"Hallo Kawan JM! 

Saat ini, PSBB telah kembali dilaksanakan, buat Kawan JM yang masih harus beraktivitas di luar rumah, di mana pun dan kapan pun jangan lupa untuk 3M ya! 

1. Memakai masker 
2. Menjaga jarak
3. Mencuci tangan.

Yuk bersama-sama kita cegah penyebaran Covid-19! https://t.co/zNOs0r2Twl"
PTJASAMARGA,"Hallo Kawan JM! 

Saat ini, PSBB telah kembali dilaksanakan, buat Kawan JM yang masih harus beraktivitas di luar rumah, di mana pun dan kapan pun jangan lupa untuk 3M ya! 

1. Memakai masker 
2. Menjaga jarak
3. Mencuci tangan.

Yuk bersama-sama kita cegah penyebaran Covid-19! https://t.co/FzUf2jr2C7"
PTJASAMARGA,"Hallo Kawan JM! 

Saat ini, PSBB telah kembali dilaksanakan, buat Kawan JM yang masih harus beraktivitas di luar rumah, di mana pun dan kapan pun jangan lupa untuk 3M ya! 

1. Memakai masker 
2. Menjaga jarak
3. Mencuci tangan.

Yuk bersama-sama kita cegah penyebaran Covid-19! https://t.co/2n50rBwmtw"
PTJASAMARGA,"Hallo Kawan JM! 

Saat ini, PSBB telah kembali dilaksanakan, buat Kawan JM yang masih harus beraktivitas di luar rumah, di mana pun dan kapan pun jangan lupa untuk 3M ya! 

1. Memakai masker 
2. Menjaga jarak
3. Mencuci tangan.

Yuk bersama-sama kita cegah penyebaran Covid-19! https://t.co/VHeNbEPoye"
PTJASAMARGA,"Hallo Kawan JM! 

Saat ini, PSBB telah kembali dilaksanakan, buat Kawan JM yang masih harus beraktivitas di luar rumah, di mana pun dan kapan pun jangan lupa untuk 3M ya! 

1. Memakai masker 
2. Menjaga jarak
3. Mencuci tangan.

Yuk bersama-sama kita cegah penyebaran Covid-19! https://t.co/G3R5hk7JCS"
PTJASAMARGA,"Hallo Kawan JM! 

Saat ini, PSBB telah kembali dilaksanakan, buat Kawan JM yang masih harus beraktivitas di luar rumah, di mana pun dan kapan pun jangan lupa untuk 3M ya! 

1. Memakai masker 
2. Menjaga jarak
3. Mencuci tangan.

Yuk bersama-sama kita cegah penyebaran Covid-19! https://t.co/ZoxZSGRNSZ"
PTJASAMARGA,"Hallo Kawan JM! 

Saat ini, PSBB telah kembali dilaksanakan, buat Kawan JM yang masih harus beraktivitas di luar rumah, di mana pun dan kapan pun jangan lupa untuk 3M ya! 

1. Memakai masker 
2. Menjaga jarak
3. Mencuci tangan.

Yuk bersama-sama kita cegah penyebaran Covid-19! https://t.co/WfTVmVFOFW"
PTJASAMARGA,"Hallo Kawan JM! 

Saat ini, PSBB telah kembali dilaksanakan, buat Kawan JM yang masih harus beraktivitas di luar rumah, di mana pun dan kapan pun jangan lupa untuk 3M ya! 

1. Memakai masker 
2. Menjaga jarak
3. Mencuci tangan.

Yuk bersama-sama kita cegah penyebaran Covid-19! https://t.co/B3EKsUR6JG"
PTJASAMARGA,"Hallo Kawan JM! 

Saat ini, PSBB telah kembali dilaksanakan, buat Kawan JM yang masih harus beraktivitas di luar rumah, di mana pun dan kapan pun jangan lupa untuk 3M ya! 

1. Memakai masker 
2. Menjaga jarak
3. Mencuci tangan.

Yuk bersama-sama kita cegah penyebaran Covid-19! https://t.co/f4HBuMK3fQ"
PTJASAMARGA,"Hallo Kawan JM! 

Saat ini, PSBB telah kembali dilaksanakan, buat Kawan JM yang masih harus beraktivitas di luar rumah, di mana pun dan kapan pun jangan lupa untuk 3M ya! 

1. Memakai masker 
2. Menjaga jarak
3. Mencuci tangan.

Yuk bersama-sama kita cegah penyebaran Covid-19! https://t.co/xo7waA2bhc"
PTJASAMARGA,"Hallo Kawan JM! 

Saat ini, PSBB telah kembali dilaksanakan, buat Kawan JM yang masih harus beraktivitas di luar rumah, di mana pun dan kapan pun jangan lupa untuk 3M ya! 

1. Memakai masker 
2. Menjaga jarak
3. Mencuci tangan.

Yuk bersama-sama kita cegah penyebaran Covid-19! https://t.co/rcK20ZesAm"
PTJASAMARGA,"Hallo Kawan JM! 

Saat ini, PSBB telah kembali dilaksanakan, buat Kawan JM yang masih harus beraktivitas di luar rumah, di mana pun dan kapan pun jangan lupa untuk 3M ya! 

1. Memakai masker 
2. Menjaga jarak
3. Mencuci tangan.

Yuk bersama-sama kita cegah penyebaran Covid-19! https://t.co/y2JuQXzB6I"
PTJASAMARGA,"Hallo Kawan JM! 

Saat ini, PSBB telah kembali dilaksanakan, buat Kawan JM yang masih harus beraktivitas di luar rumah, di mana pun dan kapan pun jangan lupa untuk 3M ya! 

1. Memakai masker 
2. Menjaga jarak
3. Mencuci tangan.

Yuk bersama-sama kita cegah penyebaran Covid-19! https://t.co/ovfm2KKHKd"
PTJASAMARGA,"Hallo Kawan JM! 

Saat ini, PSBB telah kembali dilaksanakan, buat Kawan JM yang masih harus beraktivitas di luar rumah, di mana pun dan kapan pun jangan lupa untuk 3M ya! 

1. Memakai masker 
2. Menjaga jarak
3. Mencuci tangan.

Yuk bersama-sama kita cegah penyebaran Covid-19! https://t.co/f7H2veLbp0"
PTJASAMARGA,"Hallo Kawan JM! 

Saat ini, PSBB telah kembali dilaksanakan, buat Kawan JM yang masih harus beraktivitas di luar rumah, di mana pun dan kapan pun jangan lupa untuk 3M ya! 

1. Memakai masker 
2. Menjaga jarak
3. Mencuci tangan.

Yuk bersama-sama kita cegah penyebaran Covid-19! https://t.co/HpVKgTcJTJ"
PTJASAMARGA,"Hallo Kawan JM! 

Saat ini, PSBB telah kembali dilaksanakan, buat Kawan JM yang masih harus beraktivitas di luar rumah, di mana pun dan kapan pun jangan lupa untuk 3M ya! 

1. Memakai masker 
2. Menjaga jarak
3. Mencuci tangan.

Yuk bersama-sama kita cegah penyebaran Covid-19! https://t.co/pcm1ZR2TQE"
PTJASAMARGA,"Hallo Kawan JM! 

Saat ini, PSBB telah kembali dilaksanakan, buat Kawan JM yang masih harus beraktivitas di luar rumah, di mana pun dan kapan pun jangan lupa untuk 3M ya! 

1. Memakai masker 
2. Menjaga jarak
3. Mencuci tangan.

Yuk bersama-sama kita cegah penyebaran Covid-19! https://t.co/Rd8wnilUIn"
PTJASAMARGA,"Hallo Kawan JM! 

Saat ini, PSBB telah kembali dilaksanakan, buat Kawan JM yang masih harus beraktivitas di luar rumah, di mana pun dan kapan pun jangan lupa untuk 3M ya! 

1. Memakai masker 
2. Menjaga jarak
3. Mencuci tangan.

Yuk bersama-sama kita cegah penyebaran Covid-19! https://t.co/U4DMJA9fJ0"
PTJASAMARGA,"Hallo Kawan JM! 

Saat ini, PSBB telah kembali dilaksanakan, buat Kawan JM yang masih harus beraktivitas di luar rumah, di mana pun dan kapan pun jangan lupa untuk 3M ya! 

1. Memakai masker 
2. Menjaga jarak
3. Mencuci tangan.

Yuk bersama-sama kita cegah penyebaran Covid-19! https://t.co/KRetp2dVaG"
PTJASAMARGA,"Hallo Kawan JM! 

Saat ini, PSBB telah kembali dilaksanakan, buat Kawan JM yang masih harus beraktivitas di luar rumah, di mana pun dan kapan pun jangan lupa untuk 3M ya! 

1. Memakai masker 
2. Menjaga jarak
3. Mencuci tangan.

Yuk bersama-sama kita cegah penyebaran Covid-19! https://t.co/0IMGLcrc88"
PTJASAMARGA,"Hallo Kawan JM! 

Saat ini, PSBB telah kembali dilaksanakan, buat Kawan JM yang masih harus beraktivitas di luar rumah, di mana pun dan kapan pun jangan lupa untuk 3M ya! 

1. Memakai masker 
2. Menjaga jarak
3. Mencuci tangan.

Yuk bersama-sama kita cegah penyebaran Covid-19! https://t.co/QeCjo7tvQK"
PTJASAMARGA,"Hallo Kawan JM! 

Saat ini, PSBB telah kembali dilaksanakan, buat Kawan JM yang masih harus beraktivitas di luar rumah, di mana pun dan kapan pun jangan lupa untuk 3M ya! 

1. Memakai masker 
2. Menjaga jarak
3. Mencuci tangan.

Yuk bersama-sama kita cegah penyebaran Covid-19! https://t.co/wU92M7Zbut"
PTJASAMARGA,"Hallo Kawan JM! 

Saat ini, PSBB telah kembali dilaksanakan, buat Kawan JM yang masih harus beraktivitas di luar rumah, di mana pun dan kapan pun jangan lupa untuk 3M ya! 

1. Memakai masker 
2. Menjaga jarak
3. Mencuci tangan.

Yuk bersama-sama kita cegah penyebaran Covid-19! https://t.co/kgWrL2nVQT"
PTJASAMARGA,"Hallo Kawan JM! 

Saat ini, PSBB telah kembali dilaksanakan, buat Kawan JM yang masih harus beraktivitas di luar rumah, di mana pun dan kapan pun jangan lupa untuk 3M ya! 

1. Memakai masker 
2. Menjaga jarak
3. Mencuci tangan.

Yuk bersama-sama kita cegah penyebaran Covid-19! https://t.co/IzZZ1sZCwe"
PTJASAMARGA,"Hallo Kawan JM! 

Saat ini, PSBB telah kembali dilaksanakan, buat Kawan JM yang masih harus beraktivitas di luar rumah, di mana pun dan kapan pun jangan lupa untuk 3M ya! 

1. Memakai masker 
2. Menjaga jarak
3. Mencuci tangan.

Yuk bersama-sama kita cegah penyebaran Covid-19! https://t.co/XQSNhTFaoh"
PTJASAMARGA,"Hallo Kawan JM! 

Saat ini, PSBB telah kembali dilaksanakan, buat Kawan JM yang masih harus beraktivitas di luar rumah, di mana pun dan kapan pun jangan lupa untuk 3M ya! 

1. Memakai masker 
2. Menjaga jarak
3. Mencuci tangan.

Yuk bersama-sama kita cegah penyebaran Covid-19! https://t.co/MxfuLjJbz3"
PTJASAMARGA,"Hallo Kawan JM! 

Saat ini, PSBB telah kembali dilaksanakan, buat Kawan JM yang masih harus beraktivitas di luar rumah, di mana pun dan kapan pun jangan lupa untuk 3M ya! 

1. Memakai masker 
2. Menjaga jarak
3. Mencuci tangan.

Yuk bersama-sama kita cegah penyebaran Covid-19! https://t.co/FQvvVEmQdO"
PTJASAMARGA,"Hallo Kawan JM! 

Saat ini, PSBB telah kembali dilaksanakan, buat Kawan JM yang masih harus beraktivitas di luar rumah, di mana pun dan kapan pun jangan lupa untuk 3M ya! 

1. Memakai masker 
2. Menjaga jarak
3. Mencuci tangan.

Yuk bersama-sama kita cegah penyebaran Covid-19! https://t.co/TMP2OcNimr"
PTJASAMARGA,"Hallo Kawan JM! 

Saat ini, PSBB telah kembali dilaksanakan, buat Kawan JM yang masih harus beraktivitas di luar rumah, di mana pun dan kapan pun jangan lupa untuk 3M ya! 

1. Memakai masker 
2. Menjaga jarak
3. Mencuci tangan.

Yuk bersama-sama kita cegah penyebaran Covid-19! https://t.co/2CwVN0XDMy"
PTJASAMARGA,"Hallo Kawan JM! 

Saat ini, PSBB telah kembali dilaksanakan, buat Kawan JM yang masih harus beraktivitas di luar rumah, di mana pun dan kapan pun jangan lupa untuk 3M ya! 

1. Memakai masker 
2. Menjaga jarak
3. Mencuci tangan.

Yuk bersama-sama kita cegah penyebaran Covid-19! https://t.co/UouEYLGHc3"
PTJASAMARGA,"Hallo Kawan JM! 

Saat ini, PSBB telah kembali dilaksanakan, buat Kawan JM yang masih harus beraktivitas di luar rumah, di mana pun dan kapan pun jangan lupa untuk 3M ya! 

1. Memakai masker 
2. Menjaga jarak
3. Mencuci tangan.

Yuk bersama-sama kita cegah penyebaran Covid-19! https://t.co/xWYQNkhp4Z"
PTJASAMARGA,"Hallo Kawan JM! 

Saat ini, PSBB telah kembali dilaksanakan, buat Kawan JM yang masih harus beraktivitas di luar rumah, di mana pun dan kapan pun jangan lupa untuk 3M ya! 

1. Memakai masker 
2. Menjaga jarak
3. Mencuci tangan.

Yuk bersama-sama kita cegah penyebaran Covid-19! https://t.co/QWbEdjSCSJ"
PTJASAMARGA,"Hallo Kawan JM! 

Saat ini, PSBB telah kembali dilaksanakan, buat Kawan JM yang masih harus beraktivitas di luar rumah, di mana pun dan kapan pun jangan lupa untuk 3M ya! 

1. Memakai masker 
2. Menjaga jarak
3. Mencuci tangan.

Yuk bersama-sama kita cegah penyebaran Covid-19! https://t.co/oWlW2CKcuW"
PTJASAMARGA,"Hallo Kawan JM! 

Saat ini, PSBB telah kembali dilaksanakan, buat Kawan JM yang masih harus beraktivitas di luar rumah, di mana pun dan kapan pun jangan lupa untuk 3M ya! 

1. Memakai masker 
2. Menjaga jarak
3. Mencuci tangan.

Yuk bersama-sama kita cegah penyebaran Covid-19! https://t.co/OaQ5XbXhw1"
PTJASAMARGA,"Hallo Kawan JM! 

Saat ini, PSBB telah kembali dilaksanakan, buat Kawan JM yang masih harus beraktivitas di luar rumah, di mana pun dan kapan pun jangan lupa untuk 3M ya! 

1. Memakai masker 
2. Menjaga jarak
3. Mencuci tangan.

Yuk bersama-sama kita cegah penyebaran Covid-19! https://t.co/oF4z4dFHOs"
PTJASAMARGA,"Hallo Kawan JM! 

Saat ini, PSBB telah kembali dilaksanakan, buat Kawan JM yang masih harus beraktivitas di luar rumah, di mana pun dan kapan pun jangan lupa untuk 3M ya! 

1. Memakai masker 
2. Menjaga jarak
3. Mencuci tangan.

Yuk bersama-sama kita cegah penyebaran Covid-19! https://t.co/g5zI3ZozpG"
PTJASAMARGA,"Hallo Kawan JM! 

Saat ini, PSBB telah kembali dilaksanakan, buat Kawan JM yang masih harus beraktivitas di luar rumah, di mana pun dan kapan pun jangan lupa untuk 3M ya! 

1. Memakai masker 
2. Menjaga jarak
3. Mencuci tangan.

Yuk bersama-sama kita cegah penyebaran Covid-19! https://t.co/bEZXqUDmbo"
PTJASAMARGA,"Hallo Kawan JM! 

Saat ini, PSBB telah kembali dilaksanakan, buat Kawan JM yang masih harus beraktivitas di luar rumah, di mana pun dan kapan pun jangan lupa untuk 3M ya! 

1. Memakai masker 
2. Menjaga jarak
3. Mencuci tangan.

Yuk bersama-sama kita cegah penyebaran Covid-19! https://t.co/hsZqwf6JV0"
PTJASAMARGA,"Hallo Kawan JM! 

Saat ini, PSBB telah kembali dilaksanakan, buat Kawan JM yang masih harus beraktivitas di luar rumah, di mana pun dan kapan pun jangan lupa untuk 3M ya! 

1. Memakai masker 
2. Menjaga jarak
3. Mencuci tangan.

Yuk bersama-sama kita cegah penyebaran Covid-19! https://t.co/UpwsKnvMEU"
PTJASAMARGA,"Hallo Kawan JM! 

Saat ini, PSBB telah kembali dilaksanakan, buat Kawan JM yang masih harus beraktivitas di luar rumah, di mana pun dan kapan pun jangan lupa untuk 3M ya! 

1. Memakai masker 
2. Menjaga jarak
3. Mencuci tangan.

Yuk bersama-sama kita cegah penyebaran Covid-19! https://t.co/HExg3VwjbD"
PTJASAMARGA,"Hallo Kawan JM! 

Saat ini, PSBB telah kembali dilaksanakan, buat Kawan JM yang masih harus beraktivitas di luar rumah, di mana pun dan kapan pun jangan lupa untuk 3M ya! 

1. Memakai masker 
2. Menjaga jarak
3. Mencuci tangan.

Yuk bersama-sama kita cegah penyebaran Covid-19! https://t.co/1TBF56CshW"
PTJASAMARGA,"Hallo Kawan JM! 

Saat ini, PSBB telah kembali dilaksanakan, buat Kawan JM yang masih harus beraktivitas di luar rumah, di mana pun dan kapan pun jangan lupa untuk 3M ya! 

1. Memakai masker 
2. Menjaga jarak
3. Mencuci tangan.

Yuk bersama-sama kita cegah penyebaran Covid-19! https://t.co/XSusbNuUIn"
PTJASAMARGA,"Hallo Kawan JM! 

Saat ini, PSBB telah kembali dilaksanakan, buat Kawan JM yang masih harus beraktivitas di luar rumah, di mana pun dan kapan pun jangan lupa untuk 3M ya! 

1. Memakai masker 
2. Menjaga jarak
3. Mencuci tangan.

Yuk bersama-sama kita cegah penyebaran Covid-19! https://t.co/CzEjrMIpc8"
PTJASAMARGA,"Hallo Kawan JM! 

Saat ini, PSBB telah kembali dilaksanakan, buat Kawan JM yang masih harus beraktivitas di luar rumah, di mana pun dan kapan pun jangan lupa untuk 3M ya! 

1. Memakai masker 
2. Menjaga jarak
3. Mencuci tangan.

Yuk bersama-sama kita cegah penyebaran Covid-19! https://t.co/uRbHWRpH52"
PTJASAMARGA,"Hallo Kawan JM! 

Saat ini, PSBB telah kembali dilaksanakan, buat Kawan JM yang masih harus beraktivitas di luar rumah, di mana pun dan kapan pun jangan lupa untuk 3M ya! 

1. Memakai masker 
2. Menjaga jarak
3. Mencuci tangan.

Yuk bersama-sama kita cegah penyebaran Covid-19! https://t.co/ahv02wcRIs"
PTJASAMARGA,"Hallo Kawan JM! 

Saat ini, PSBB telah kembali dilaksanakan, buat Kawan JM yang masih harus beraktivitas di luar rumah, di mana pun dan kapan pun jangan lupa untuk 3M ya! 

1. Memakai masker 
2. Menjaga jarak
3. Mencuci tangan.

Yuk bersama-sama kita cegah penyebaran Covid-19! https://t.co/YDdbAbcX5c"
PTJASAMARGA,"Hallo Kawan JM! 

Saat ini, PSBB telah kembali dilaksanakan, buat Kawan JM yang masih harus beraktivitas di luar rumah, di mana pun dan kapan pun jangan lupa untuk 3M ya! 

1. Memakai masker 
2. Menjaga jarak
3. Mencuci tangan.

Yuk bersama-sama kita cegah penyebaran Covid-19! https://t.co/Oy89yjfB3H"
PTJASAMARGA,"Hallo Kawan JM! 

Saat ini, PSBB telah kembali dilaksanakan, buat Kawan JM yang masih harus beraktivitas di luar rumah, di mana pun dan kapan pun jangan lupa untuk 3M ya! 

1. Memakai masker 
2. Menjaga jarak
3. Mencuci tangan.

Yuk bersama-sama kita cegah penyebaran Covid-19! https://t.co/r1hxjX5U1A"
PTJASAMARGA,"Hallo Kawan JM! 

Saat ini, PSBB telah kembali dilaksanakan, buat Kawan JM yang masih harus beraktivitas di luar rumah, di mana pun dan kapan pun jangan lupa untuk 3M ya! 

1. Memakai masker 
2. Menjaga jarak
3. Mencuci tangan.

Yuk bersama-sama kita cegah penyebaran Covid-19! https://t.co/r4xozKfGFE"
PTJASAMARGA,"Hallo Kawan JM! 

Saat ini, PSBB telah kembali dilaksanakan, buat Kawan JM yang masih harus beraktivitas di luar rumah, di mana pun dan kapan pun jangan lupa untuk 3M ya! 

1. Memakai masker 
2. Menjaga jarak
3. Mencuci tangan.

Yuk bersama-sama kita cegah penyebaran Covid-19! https://t.co/zCDP7rx4QN"
PTJASAMARGA,"Hallo Kawan JM! 

Saat ini, PSBB telah kembali dilaksanakan, buat Kawan JM yang masih harus beraktivitas di luar rumah, di mana pun dan kapan pun jangan lupa untuk 3M ya! 

1. Memakai masker 
2. Menjaga jarak
3. Mencuci tangan.

Yuk bersama-sama kita cegah penyebaran Covid-19! https://t.co/FQuiv4vDNS"
PTJASAMARGA,"Hallo Kawan JM! 

Saat ini, PSBB telah kembali dilaksanakan, buat Kawan JM yang masih harus beraktivitas di luar rumah, di mana pun dan kapan pun jangan lupa untuk 3M ya! 

1. Memakai masker 
2. Menjaga jarak
3. Mencuci tangan.

Yuk bersama-sama kita cegah penyebaran Covid-19! https://t.co/V1Gcpq2M8E"
PTJASAMARGA,"Hallo Kawan JM! 

Saat ini, PSBB telah kembali dilaksanakan, buat Kawan JM yang masih harus beraktivitas di luar rumah, di mana pun dan kapan pun jangan lupa untuk 3M ya! 

1. Memakai masker 
2. Menjaga jarak
3. Mencuci tangan.

Yuk bersama-sama kita cegah penyebaran Covid-19! https://t.co/cApr1UcXEu"
PTJASAMARGA,"Hallo Kawan JM! 

Saat ini, PSBB telah kembali dilaksanakan, buat Kawan JM yang masih harus beraktivitas di luar rumah, di mana pun dan kapan pun jangan lupa untuk 3M ya! 

1. Memakai masker 
2. Menjaga jarak
3. Mencuci tangan.

Yuk bersama-sama kita cegah penyebaran Covid-19! https://t.co/rSJQqoVSJY"
PTJASAMARGA,"Hallo Kawan JM! 

Saat ini, PSBB telah kembali dilaksanakan, buat Kawan JM yang masih harus beraktivitas di luar rumah, di mana pun dan kapan pun jangan lupa untuk 3M ya! 

1. Memakai masker 
2. Menjaga jarak
3. Mencuci tangan.

Yuk bersama-sama kita cegah penyebaran Covid-19! https://t.co/zBZBkgAEtK"
PTJASAMARGA,"Hallo Kawan JM! 

Saat ini, PSBB telah kembali dilaksanakan, buat Kawan JM yang masih harus beraktivitas di luar rumah, di mana pun dan kapan pun jangan lupa untuk 3M ya! 

1. Memakai masker 
2. Menjaga jarak
3. Mencuci tangan.

Yuk bersama-sama kita cegah penyebaran Covid-19! https://t.co/ndb9fthTRT"
PTJASAMARGA,"Hallo Kawan JM! 

Saat ini, PSBB telah kembali dilaksanakan, buat Kawan JM yang masih harus beraktivitas di luar rumah, di mana pun dan kapan pun jangan lupa untuk 3M ya! 

1. Memakai masker 
2. Menjaga jarak
3. Mencuci tangan.

Yuk bersama-sama kita cegah penyebaran Covid-19! https://t.co/6UzL3CKohT"
PTJASAMARGA,"Hallo Kawan JM! 

Saat ini, PSBB telah kembali dilaksanakan, buat Kawan JM yang masih harus beraktivitas di luar rumah, di mana pun dan kapan pun jangan lupa untuk 3M ya! 

1. Memakai masker 
2. Menjaga jarak
3. Mencuci tangan.

Yuk bersama-sama kita cegah penyebaran Covid-19! https://t.co/xpxQWZ7Mcc"
PTJASAMARGA,"Hallo Kawan JM! 

Saat ini, PSBB telah kembali dilaksanakan, buat Kawan JM yang masih harus beraktivitas di luar rumah, di mana pun dan kapan pun jangan lupa untuk 3M ya! 

1. Memakai masker 
2. Menjaga jarak
3. Mencuci tangan.

Yuk bersama-sama kita cegah penyebaran Covid-19! https://t.co/9BMXieOfTo"
PTJASAMARGA,"Hallo Kawan JM! 

Saat ini, PSBB telah kembali dilaksanakan, buat Kawan JM yang masih harus beraktivitas di luar rumah, di mana pun dan kapan pun jangan lupa untuk 3M ya! 

1. Memakai masker 
2. Menjaga jarak
3. Mencuci tangan.

Yuk bersama-sama kita cegah penyebaran Covid-19! https://t.co/koEd75XGDe"
PTJASAMARGA,"Hallo Kawan JM! 

Saat ini, PSBB telah kembali dilaksanakan, buat Kawan JM yang masih harus beraktivitas di luar rumah, di mana pun dan kapan pun jangan lupa untuk 3M ya! 

1. Memakai masker 
2. Menjaga jarak
3. Mencuci tangan.

Yuk bersama-sama kita cegah penyebaran Covid-19! https://t.co/Vamm8rPpDJ"
PTJASAMARGA,"Hallo Kawan JM! 

Saat ini, PSBB telah kembali dilaksanakan, buat Kawan JM yang masih harus beraktivitas di luar rumah, di mana pun dan kapan pun jangan lupa untuk 3M ya! 

1. Memakai masker 
2. Menjaga jarak
3. Mencuci tangan.

Yuk bersama-sama kita cegah penyebaran Covid-19! https://t.co/bZZijXOMfQ"
PTJASAMARGA,"Hallo Kawan JM! 

Saat ini, PSBB telah kembali dilaksanakan, buat Kawan JM yang masih harus beraktivitas di luar rumah, di mana pun dan kapan pun jangan lupa untuk 3M ya! 

1. Memakai masker 
2. Menjaga jarak
3. Mencuci tangan.

Yuk bersama-sama kita cegah penyebaran Covid-19! https://t.co/xzd7V92DDU"
PTJASAMARGA,"Hallo Kawan JM! 

Saat ini, PSBB telah kembali dilaksanakan, buat Kawan JM yang masih harus beraktivitas di luar rumah, di mana pun dan kapan pun jangan lupa untuk 3M ya! 

1. Memakai masker 
2. Menjaga jarak
3. Mencuci tangan.

Yuk bersama-sama kita cegah penyebaran Covid-19! https://t.co/JAU6meO5kc"
PTJASAMARGA,"Hallo Kawan JM! 

Saat ini, PSBB telah kembali dilaksanakan, buat Kawan JM yang masih harus beraktivitas di luar rumah, di mana pun dan kapan pun jangan lupa untuk 3M ya! 

1. Memakai masker 
2. Menjaga jarak
3. Mencuci tangan.

Yuk bersama-sama kita cegah penyebaran Covid-19! https://t.co/3pwjelvhmh"
PTJASAMARGA,"Hallo Kawan JM! 

Saat ini, PSBB telah kembali dilaksanakan, buat Kawan JM yang masih harus beraktivitas di luar rumah, di mana pun dan kapan pun jangan lupa untuk 3M ya! 

1. Memakai masker 
2. Menjaga jarak
3. Mencuci tangan.

Yuk bersama-sama kita cegah penyebaran Covid-19! https://t.co/PasVRgoow0"
PTJASAMARGA,"Hallo Kawan JM! 

Saat ini, PSBB telah kembali dilaksanakan, buat Kawan JM yang masih harus beraktivitas di luar rumah, di mana pun dan kapan pun jangan lupa untuk 3M ya! 

1. Memakai masker 
2. Menjaga jarak
3. Mencuci tangan.

Yuk bersama-sama kita cegah penyebaran Covid-19! https://t.co/ipxFvnjJWP"
PTJASAMARGA,"Hallo Kawan JM! 

Saat ini, PSBB telah kembali dilaksanakan, buat Kawan JM yang masih harus beraktivitas di luar rumah, di mana pun dan kapan pun jangan lupa untuk 3M ya! 

1. Memakai masker 
2. Menjaga jarak
3. Mencuci tangan.

Yuk bersama-sama kita cegah penyebaran Covid-19! https://t.co/RYec6GTvYK"
PTJASAMARGA,"Hallo Kawan JM! 

Saat ini, PSBB telah kembali dilaksanakan, buat Kawan JM yang masih harus beraktivitas di luar rumah, di mana pun dan kapan pun jangan lupa untuk 3M ya! 

1. Memakai masker 
2. Menjaga jarak
3. Mencuci tangan.

Yuk bersama-sama kita cegah penyebaran Covid-19! https://t.co/OsbimUBBxB"
PTJASAMARGA,"Hallo Kawan JM! 

Saat ini, PSBB telah kembali dilaksanakan, buat Kawan JM yang masih harus beraktivitas di luar rumah, di mana pun dan kapan pun jangan lupa untuk 3M ya! 

1. Memakai masker 
2. Menjaga jarak
3. Mencuci tangan.

Yuk bersama-sama kita cegah penyebaran Covid-19! https://t.co/mCU5NhQAgR"
PTJASAMARGA,"Hallo Kawan JM! 

Saat ini, PSBB telah kembali dilaksanakan, buat Kawan JM yang masih harus beraktivitas di luar rumah, di mana pun dan kapan pun jangan lupa untuk 3M ya! 

1. Memakai masker 
2. Menjaga jarak
3. Mencuci tangan.

Yuk bersama-sama kita cegah penyebaran Covid-19! https://t.co/eq8zQKmnE3"
PTJASAMARGA,"Hallo Kawan JM! 

Saat ini, PSBB telah kembali dilaksanakan, buat Kawan JM yang masih harus beraktivitas di luar rumah, di mana pun dan kapan pun jangan lupa untuk 3M ya! 

1. Memakai masker 
2. Menjaga jarak
3. Mencuci tangan.

Yuk bersama-sama kita cegah penyebaran Covid-19! https://t.co/iCjZMAW2Ue"
PTJASAMARGA,"Hallo Kawan JM! 

Saat ini, PSBB telah kembali dilaksanakan, buat Kawan JM yang masih harus beraktivitas di luar rumah, di mana pun dan kapan pun jangan lupa untuk 3M ya! 

1. Memakai masker 
2. Menjaga jarak
3. Mencuci tangan.

Yuk bersama-sama kita cegah penyebaran Covid-19! https://t.co/9Q63lkkD56"
